277,0,4.0
512,0,5.0
37,0,4.0
743,0,5.0
347,0,5.0
690,0,5.0
424,0,3.0
1043,0,5.0
1318,0,1.0
455,0,5.0
287,0,5.0
756,1,5.0
609,1,5.0
1454,1,5.0
1277,1,2.0
1608,1,5.0
334,1,5.0
1519,1,4.0
952,1,5.0
1095,1,5.0
1380,1,5.0
612,1,5.0
1225,1,5.0
967,1,1.0
1052,1,5.0
1163,1,5.0
724,2,5.0
1550,2,4.0
464,2,5.0
429,2,5.0
945,2,5.0
83,2,5.0
117,2,5.0
1347,2,3.0
1663,2,2.0
578,2,4.0
1564,3,5.0
1746,3,5.0
421,3,4.0
1516,3,5.0
429,3,3.0
1229,3,5.0
1550,3,4.0
508,3,5.0
835,3,4.0
1177,3,4.0
458,4,4.0
85,4,3.0
741,4,3.0
1097,4,3.0
30,4,5.0
828,4,4.0
1501,4,3.0
1370,4,3.0
1178,4,4.0
1345,4,5.0
468,4,5.0
539,4,5.0
1086,4,5.0
760,4,5.0
1313,4,5.0
1036,4,5.0
1518,4,5.0
456,4,5.0
1440,4,5.0
290,4,5.0
1057,4,5.0
939,5,3.0
692,5,4.0
1298,5,5.0
1440,5,5.0
1485,5,3.0
265,5,5.0
828,5,4.0
30,5,5.0
1308,5,5.0
391,5,4.0
271,5,5.0
956,5,5.0
741,5,5.0
1178,5,4.0
1086,5,5.0
596,5,5.0
971,5,4.0
1719,5,5.0
85,5,4.0
760,5,5.0
1501,5,3.0
1097,5,4.0
1518,5,5.0
971,6,5.0
608,6,4.0
155,6,5.0
780,6,2.0
1298,6,3.0
596,6,3.0
1446,6,5.0
1313,6,4.0
290,6,5.0
1589,6,2.0
1440,6,4.0
271,6,4.0
606,6,3.0
468,6,5.0
964,6,4.0
1501,6,4.0
85,6,4.0
1320,6,2.0
21,6,4.0
1057,6,5.0
1076,6,5.0
760,6,4.0
1205,6,3.0
741,6,4.0
1097,6,2.0
466,6,3.0
30,6,5.0
1178,6,5.0
276,6,4.0
1518,6,5.0
828,6,3.0
1086,6,5.0
1485,6,3.0
939,6,4.0
902,6,5.0
585,6,3.0
1225,6,4.0
916,7,4.0
93,7,5.0
1256,7,4.0
776,7,2.0
205,7,1.0
1518,7,4.0
1702,7,4.0
269,7,5.0
562,7,5.0
485,7,4.0
1303,7,4.0
318,7,1.0
1119,7,4.0
619,7,3.0
239,7,3.0
515,7,5.0
1026,7,5.0
636,7,4.0
1279,7,4.0
150,7,4.0
1337,7,5.0
151,7,4.0
1188,7,4.0
1225,7,5.0
109,7,4.0
1671,7,4.0
937,7,4.0
1693,7,3.0
14,7,3.0
359,7,4.0
1718,7,3.0
1598,7,3.0
1519,7,3.0
1527,7,4.0
1470,7,3.0
611,7,5.0
418,7,3.0
492,7,5.0
347,7,4.0
1031,7,4.0
526,7,5.0
430,7,4.0
262,7,5.0
884,7,3.0
975,7,2.0
478,7,1.0
1416,7,5.0
76,7,4.0
832,7,5.0
211,7,2.0
1653,7,4.0
803,7,4.0
1205,7,5.0
848,7,3.0
252,8,3.0
836,8,5.0
965,8,5.0
1717,8,3.0
169,8,3.0
535,8,5.0
1718,8,5.0
189,8,1.0
1248,8,1.0
919,8,4.0
326,8,1.0
423,8,5.0
399,8,5.0
1139,9,5.0
1100,9,5.0
1314,9,5.0
346,9,2.0
159,9,5.0
846,9,5.0
665,9,5.0
1739,9,5.0
129,9,5.0
36,9,5.0
51,9,5.0
1457,9,5.0
1668,9,5.0
414,10,4.0
547,10,5.0
1483,10,5.0
1453,10,5.0
1314,10,5.0
51,10,5.0
1457,10,5.0
614,10,3.0
1618,10,1.0
1685,10,5.0
1513,10,3.0
1198,10,3.0
1539,10,5.0
44,11,1.0
1653,11,4.0
476,11,5.0
451,11,4.0
1691,11,5.0
668,11,4.0
394,11,4.0
358,11,5.0
149,11,5.0
1230,11,3.0
133,11,5.0
1077,11,4.0
1091,11,5.0
1505,11,4.0
45,11,4.0
1289,11,3.0
1627,11,5.0
109,11,4.0
288,11,3.0
351,11,4.0
1191,11,5.0
969,11,5.0
508,11,5.0
760,11,5.0
1331,11,3.0
1688,11,4.0
664,11,4.0
304,11,3.0
195,11,1.0
1310,11,4.0
737,11,5.0
482,11,3.0
459,11,4.0
343,11,4.0
1225,11,4.0
1069,11,4.0
903,11,4.0
578,11,5.0
1493,11,3.0
1467,11,4.0
299,11,5.0
649,11,3.0
1328,11,3.0
1192,11,5.0
447,11,5.0
1610,12,4.0
1279,12,2.0
1003,12,4.0
1149,12,1.0
111,12,5.0
1192,12,3.0
1556,12,4.0
956,12,2.0
302,12,3.0
585,12,2.0
687,12,5.0
194,12,3.0
268,12,2.0
1621,12,4.0
959,12,2.0
664,12,1.0
1308,12,2.0
270,12,2.0
1002,12,3.0
271,12,4.0
380,12,5.0
592,12,4.0
298,12,2.0
817,12,5.0
1666,12,3.0
980,12,4.0
249,12,4.0
1725,12,5.0
1090,12,1.0
1550,12,5.0
271,13,5.0
1496,13,4.0
1453,13,4.0
850,13,1.0
85,13,4.0
1035,13,4.0
167,13,3.0
877,13,2.0
880,13,3.0
394,13,2.0
867,13,3.0
354,13,3.0
1225,13,5.0
73,13,2.0
870,13,4.0
542,13,3.0
1257,13,1.0
1015,13,4.0
1322,13,3.0
235,13,2.0
613,13,1.0
368,13,4.0
956,13,1.0
1506,13,3.0
1324,13,5.0
1013,13,3.0
485,13,1.0
1723,13,2.0
1311,13,3.0
606,13,2.0
1123,13,5.0
1440,13,5.0
583,13,4.0
807,13,2.0
112,13,4.0
889,13,5.0
805,13,3.0
1063,13,2.0
1540,14,5.0
1031,14,4.0
1381,14,4.0
236,14,4.0
1351,14,5.0
415,14,4.0
508,14,4.0
165,14,5.0
490,14,5.0
1639,14,4.0
918,14,5.0
1248,14,4.0
414,15,4.0
1190,15,5.0
1376,15,5.0
1137,15,4.0
159,15,3.0
222,15,5.0
1351,15,5.0
547,15,5.0
1083,15,5.0
1334,15,4.0
299,15,5.0
234,15,4.0
212,15,5.0
850,16,5.0
421,16,5.0
1639,16,5.0
472,16,3.0
1469,16,5.0
137,16,5.0
621,16,4.0
196,16,5.0
199,16,4.0
402,16,5.0
689,16,5.0
1330,16,4.0
1223,16,5.0
1355,16,5.0
285,16,5.0
1282,16,3.0
724,16,4.0
1546,17,3.0
660,17,2.0
767,17,3.0
658,17,5.0
204,17,5.0
1543,17,4.0
654,17,5.0
733,17,2.0
1298,17,3.0
774,17,4.0
1430,17,3.0
1145,17,3.0
1312,17,4.0
241,17,5.0
28,17,4.0
1458,17,5.0
1395,17,5.0
1473,17,5.0
1003,17,3.0
1437,17,3.0
606,17,3.0
1413,17,2.0
859,17,5.0
1687,17,4.0
315,17,4.0
1165,17,3.0
1598,17,3.0
1340,17,5.0
470,17,5.0
145,17,2.0
1074,17,2.0
1698,17,3.0
1010,17,5.0
354,17,5.0
222,17,5.0
1158,17,5.0
1549,17,4.0
1064,17,5.0
43,17,5.0
423,17,4.0
160,17,3.0
664,17,3.0
1143,17,4.0
737,17,5.0
1140,17,3.0
289,17,5.0
172,17,4.0
454,17,3.0
1607,17,4.0
335,17,5.0
1491,17,5.0
305,17,4.0
1611,17,2.0
534,17,2.0
833,17,2.0
260,17,4.0
901,17,4.0
1356,17,5.0
1570,17,4.0
1293,17,3.0
1577,17,3.0
1099,17,3.0
1187,17,5.0
965,17,4.0
580,17,3.0
873,17,5.0
183,17,5.0
1374,17,3.0
68,17,5.0
638,17,5.0
1667,17,5.0
1454,17,4.0
139,17,3.0
261,17,3.0
249,17,4.0
1579,17,4.0
1152,17,2.0
1280,17,4.0
1712,18,4.0
1418,18,5.0
1630,18,4.0
6,18,1.0
1725,18,5.0
36,18,4.0
559,18,4.0
379,18,4.0
1123,18,1.0
639,18,5.0
766,18,4.0
1231,18,5.0
51,18,5.0
1747,18,5.0
1322,19,5.0
743,19,4.0
1229,19,4.0
1632,19,5.0
423,19,5.0
664,19,5.0
1649,19,5.0
283,19,5.0
1747,19,3.0
208,19,5.0
1717,19,4.0
724,19,5.0
1225,19,5.0
86,19,4.0
550,19,5.0
1280,19,5.0
82,20,5.0
987,20,5.0
1515,20,4.0
739,20,5.0
1550,20,5.0
145,20,5.0
697,20,5.0
770,20,4.0
1280,20,1.0
855,20,3.0
1192,20,5.0
1267,20,5.0
1747,20,5.0
601,20,3.0
1071,20,5.0
1304,20,5.0
296,20,5.0
1355,20,5.0
1458,21,5.0
31,21,5.0
1081,21,5.0
1712,21,5.0
103,21,5.0
130,21,5.0
1076,21,5.0
766,21,5.0
639,21,5.0
559,21,5.0
1355,21,5.0
1261,22,1.0
222,22,4.0
614,22,4.0
1441,22,5.0
103,22,5.0
964,22,5.0
719,22,2.0
545,22,2.0
931,22,5.0
1280,22,5.0
753,22,3.0
868,22,5.0
725,23,5.0
840,23,5.0
1187,23,5.0
1225,23,5.0
337,23,4.0
578,23,5.0
323,23,5.0
1230,23,5.0
1228,23,5.0
1229,23,5.0
343,23,5.0
747,23,5.0
1343,23,3.0
477,23,4.0
1636,23,5.0
1095,23,5.0
647,23,5.0
1065,23,5.0
1100,23,5.0
771,23,4.0
735,23,5.0
1605,23,4.0
1379,23,4.0
734,23,4.0
1468,23,5.0
1177,23,5.0
1043,23,5.0
5,23,5.0
567,23,4.0
321,23,5.0
1418,24,4.0
658,24,5.0
736,24,4.0
336,24,1.0
570,24,5.0
969,24,5.0
231,24,4.0
642,24,2.0
473,24,3.0
743,24,4.0
985,24,5.0
1487,24,5.0
855,24,3.0
123,24,5.0
1468,24,5.0
984,24,4.0
79,24,5.0
1428,24,4.0
141,24,4.0
1376,24,4.0
103,24,3.0
1281,24,4.0
1447,24,4.0
91,24,5.0
1139,24,5.0
1394,24,3.0
279,24,4.0
51,24,5.0
394,24,5.0
698,24,4.0
799,24,4.0
1230,24,4.0
449,24,4.0
1111,24,5.0
647,24,5.0
935,24,5.0
1095,24,5.0
1685,24,4.0
691,24,5.0
1510,24,2.0
1029,25,5.0
191,25,5.0
423,25,3.0
301,25,5.0
743,25,5.0
429,25,4.0
1279,25,5.0
1650,25,4.0
303,25,5.0
893,25,5.0
1560,25,4.0
1033,25,5.0
803,25,5.0
715,25,5.0
296,26,5.0
672,26,5.0
451,26,5.0
476,26,4.0
904,26,4.0
1531,26,5.0
1647,26,3.0
294,26,5.0
86,26,5.0
1043,26,5.0
1254,26,4.0
1686,27,5.0
1213,27,5.0
294,27,3.0
133,27,5.0
1135,27,2.0
1415,27,5.0
805,27,5.0
827,27,1.0
1057,27,4.0
735,27,4.0
1429,27,4.0
1061,27,4.0
824,27,5.0
1664,27,5.0
1177,27,5.0
144,27,4.0
1439,27,5.0
1185,27,4.0
1433,27,4.0
1434,27,5.0
176,27,4.0
1169,27,5.0
312,27,3.0
1617,27,5.0
1481,27,5.0
1480,27,5.0
1476,27,5.0
1164,27,3.0
747,27,3.0
46,27,5.0
525,27,4.0
1611,27,3.0
1423,27,5.0
835,27,2.0
755,27,5.0
1141,27,5.0
299,27,4.0
706,27,4.0
1442,27,5.0
840,27,5.0
1499,27,4.0
1416,27,5.0
800,27,5.0
1605,27,3.0
1203,27,4.0
326,27,4.0
838,27,5.0
1145,27,3.0
1202,27,5.0
73,27,5.0
324,27,2.0
38,27,5.0
1041,27,4.0
753,27,5.0
1146,27,4.0
187,27,4.0
362,27,4.0
1475,27,5.0
323,27,3.0
192,27,1.0
1419,27,4.0
520,27,2.0
640,27,4.0
1703,27,3.0
127,27,2.0
1716,27,3.0
921,27,4.0
868,27,5.0
106,27,5.0
118,27,4.0
986,27,4.0
790,27,5.0
250,27,5.0
93,27,4.0
1732,27,3.0
58,27,4.0
1530,27,5.0
239,27,5.0
1569,27,4.0
128,27,5.0
148,27,5.0
950,27,4.0
1447,27,3.0
1385,27,4.0
1106,27,4.0
54,27,5.0
1636,27,5.0
432,27,5.0
1514,27,4.0
1344,27,4.0
581,27,4.0
1282,27,5.0
1102,27,5.0
1726,27,5.0
629,27,4.0
1727,27,4.0
1540,27,5.0
975,27,5.0
453,27,5.0
1523,27,4.0
19,27,5.0
647,27,5.0
440,27,4.0
978,27,4.0
909,27,4.0
1298,27,5.0
1268,27,2.0
1714,27,4.0
501,27,3.0
1095,27,1.0
1576,27,5.0
631,27,5.0
497,27,5.0
1708,27,4.0
1544,27,5.0
773,27,5.0
1350,27,5.0
574,27,5.0
1376,27,3.0
242,27,5.0
1627,27,5.0
338,27,5.0
777,27,5.0
1242,27,5.0
233,27,5.0
553,27,5.0
499,27,5.0
470,27,5.0
1406,27,5.0
1571,27,5.0
1647,27,4.0
1007,27,4.0
30,27,5.0
1460,27,3.0
471,27,5.0
510,27,4.0
1407,27,5.0
231,27,4.0
1744,27,4.0
343,27,4.0
759,27,3.0
1008,27,3.0
151,27,5.0
964,27,4.0
1329,27,4.0
690,27,4.0
1689,27,5.0
579,27,4.0
548,27,4.0
783,27,4.0
1506,27,4.0
427,27,5.0
